content,chunk_index,collection,content_type,filename,sequence_number,source,source_file,title,total_chunks
"Quote from: bdonlan on July 15, 2010, 11:27:14 PMin 120DPI mode.What is ""120DPI mode""?Â  Is that an actual setting somewhere?Â  Sounds like an obscure enough candidate.Â  I suppose it needs twice the resolution icon to fill the size of the upper left corner icon.Â  Only one size is provided.
Re: ""SetIcons(): icon bundle doesn't contain any suitable icon""
July 15, 2010 at 23:41:23 UTC
BitcoinTalk",0,posts,post,post_209_Re___SetIcons()__icon_bundle_doesn't_contain_any_suitable_icon_,209,nakamotoinstitute_files\posts\post_209_Re___SetIcons()__icon_bundle_doesn't_contain_any_suitable_icon_.html,nakamotoinstitute_files\posts\post_209_Re___SetIcons()__icon_bundle_doesn't_contain_any_suitable_icon_.html,Re   SetIcons()  icon bundle doesn't contain any suitable icon ,1
"Run it with the undocumented switch -minimizetotray and the option is available in the options menu.I don't know how to fix it.Â  It's something wrong deep inside wxWidgets or GTK or Gnome.
Re: 0.3.1 release candidate, please test
July 16, 2010 at 24:44:32 UTC
BitcoinTalk",0,posts,post,"post_210_Re__0.3.1_release_candidate,_please_test",210,"nakamotoinstitute_files\posts\post_210_Re__0.3.1_release_candidate,_please_test.html","nakamotoinstitute_files\posts\post_210_Re__0.3.1_release_candidate,_please_test.html","Re  0.3.1 release candidate, please test",1
"5 BTC seems like a lot these days, maybe the normal amount should be 1 or 2 BTC.This is an important service so new users can at least get something if generating is too hard.
Re: Donations to freebitcoins.appspot.com needed!
July 16, 2010 at 02:02:07 UTC
BitcoinTalk",0,posts,post,post_211_Re__Donations_to_freebitcoins.appspot.com_needed!,211,nakamotoinstitute_files\posts\post_211_Re__Donations_to_freebitcoins.appspot.com_needed!.html,nakamotoinstitute_files\posts\post_211_Re__Donations_to_freebitcoins.appspot.com_needed!.html,Re  Donations to freebitcoins.appspot.com needed!,1
"That must be it then.It must be looking for a larger icon like 20x20 but we don't have one.
Re: ""SetIcons(): icon bundle doesn't contain any suitable icon""
July 16, 2010 at 02:43:29 UTC
BitcoinTalk",0,posts,post,post_212_Re___SetIcons()__icon_bundle_doesn't_contain_any_suitable_icon_,212,nakamotoinstitute_files\posts\post_212_Re___SetIcons()__icon_bundle_doesn't_contain_any_suitable_icon_.html,nakamotoinstitute_files\posts\post_212_Re___SetIcons()__icon_bundle_doesn't_contain_any_suitable_icon_.html,Re   SetIcons()  icon bundle doesn't contain any suitable icon ,1
"The proof-of-work difficulty is currently 45.38.Â  (seehttp://www.alloscomp.com/bitcoin/calculator.php)It's about to increase again in a few hours.Â  It's only been 3-4 days since the last increase, so I expect it will increase by the max of 4 times, or very nearly the max.Â  That would put it at 181.54.The target time between adjustments is 14 days, 14/3.5 days = 4.0 times increase.
Re: Proof-of-work difficulty increasing
July 16, 2010 at 14:46:12 UTC
BitcoinTalk",0,posts,post,post_213_Re__Proof-of-work_difficulty_increasing,213,nakamotoinstitute_files\posts\post_213_Re__Proof-of-work_difficulty_increasing.html,nakamotoinstitute_files\posts\post_213_Re__Proof-of-work_difficulty_increasing.html,Re  Proof-of-work difficulty increasing,1
"That's the first time I've seen this error.How many blocks do you have? (in the status bar)You should move your blk*.dat files (in ~/.bitcoin) to another directory and let it start over downloading the block chain again.Â  If you don't mind, could you keep the old blk*.dat files for a little while in case I need to look at them?
Re: Assertion Failure - Ubuntu Lucid
July 16, 2010 at 14:52:04 UTC
BitcoinTalk",0,posts,post,post_214_Re__Assertion_Failure_-_Ubuntu_Lucid,214,nakamotoinstitute_files\posts\post_214_Re__Assertion_Failure_-_Ubuntu_Lucid.html,nakamotoinstitute_files\posts\post_214_Re__Assertion_Failure_-_Ubuntu_Lucid.html,Re  Assertion Failure - Ubuntu Lucid,1
"Please try the 0.3.1 release candidate, it should at least resolve the libcrypto dependency:http://bitcointalk.org/index.php?topic=383.0Let me know if that works.
Re: Fedora 13 libcrypto
July 16, 2010 at 14:55:23 UTC
BitcoinTalk",0,posts,post,post_215_Re__Fedora_13_libcrypto,215,nakamotoinstitute_files\posts\post_215_Re__Fedora_13_libcrypto.html,nakamotoinstitute_files\posts\post_215_Re__Fedora_13_libcrypto.html,Re  Fedora 13 libcrypto,1
"Bitcoin automatically rebroadcasts your transactions if it receives new blocks that don't contain them.Â  It may take about an hour to get rebroadcasted.Â  It is relentless though.Â  It will keep nagging the network forever until your transaction gets into a block.
Re: Resending transaction
July 16, 2010 at 15:01:33 UTC
BitcoinTalk",0,posts,post,post_216_Re__Resending_transaction,216,nakamotoinstitute_files\posts\post_216_Re__Resending_transaction.html,nakamotoinstitute_files\posts\post_216_Re__Resending_transaction.html,Re  Resending transaction,1
"Because of all the dependencies that different systems don't have.Â  It's easier to just static link what we can.Â  It doesn't increase the size by very much.
Re: 0.3.1 release candidate, please test
July 16, 2010 at 15:09:59 UTC
BitcoinTalk",0,posts,post,"post_217_Re__0.3.1_release_candidate,_please_test",217,"nakamotoinstitute_files\posts\post_217_Re__0.3.1_release_candidate,_please_test.html","nakamotoinstitute_files\posts\post_217_Re__0.3.1_release_candidate,_please_test.html","Re  0.3.1 release candidate, please test",1
"I like that in libraries for the external API's, but you can probably tell from the code that I'm not a fan of it for interior functions.Â  Big obligatory comment headers for each function space out the code and make you hesitate about creating a small little function where the comment header would be bigger than the function.Â  They're some trouble for maintenance, as changes to the function then require duplicate changes in the comment header.Â  I like to keep code compact so you can see more code on the screen at once.To add them now at this point, what would be written would just be what's obvious from looking at the function.The external API we have, in rpc.cpp, the usage documentation is in the help string.Sorry to be a wet blanket.
Re: Source code documentation
July 16, 2010 at 15:37:00 UTC
BitcoinTalk",0,posts,post,post_218_Re__Source_code_documentation,218,nakamotoinstitute_files\posts\post_218_Re__Source_code_documentation.html,nakamotoinstitute_files\posts\post_218_Re__Source_code_documentation.html,Re  Source code documentation,1
"Many businesses are like that. Â For a car salesman, when will the next customer walk in the door?On the OP's question, it's a good feature, but the question is, how would we word it so people don't expect to get something after that specific amount of time? Â ""it said 7 days and I waited more than a week and didn't get anything!"" Â Approx, average, but still they're going to think that way.Â  It can't be a whole sentence, unless we think of somewhere else to put it, but where would that be? Â Suggestions?The difficulty quadrupled a few minutes ago to 181.54. Â It's going to take typically about a week to generate now.
Re: Request: expected bitcoins per day display
July 16, 2010 at 16:47:14 UTC
BitcoinTalk",0,posts,post,post_220_Re__Request__expected_bitcoins_per_day_display,220,nakamotoinstitute_files\posts\post_220_Re__Request__expected_bitcoins_per_day_display.html,nakamotoinstitute_files\posts\post_220_Re__Request__expected_bitcoins_per_day_display.html,Re  Request  expected bitcoins per day display,1
"It adjusted to 181.54 a few minutes ago.Â  Typical time to get a block is about a week now.The difficulty can adjust down as well as up.The network should be generating close to 6 blocks per hour now.
Re: Proof-of-work difficulty increasing
July 16, 2010 at 16:56:54 UTC
BitcoinTalk",0,posts,post,post_221_Re__Proof-of-work_difficulty_increasing,221,nakamotoinstitute_files\posts\post_221_Re__Proof-of-work_difficulty_increasing.html,nakamotoinstitute_files\posts\post_221_Re__Proof-of-work_difficulty_increasing.html,Re  Proof-of-work difficulty increasing,1
"It's in init.cpp.It's a wxWidgets app, so it doesn't have a main() function. Â It may in a little while, since I'm pretty close to making bitcoind build w/o wxBase. Â (it'll be in init.cpp)Sorry about my choice of the filename ""main.cpp"", another possible name would have been ""core.cpp"". Â It's much too late to change. Â I still prefer main.cpp.We're still in great need of sample code showing the recommended way to use the JSON-RPC functions, like for a basic account system on a typical storefront website. Â Using getreceivedbylabel using the username as the label, changing to a new bitcoin address once the stored one for that account gets used. Â I posted a sample code fragment on the forum somewhere. Â (search on getreceivedbylabel or getnewaddress) Â The sample code could be a plain vanilla bank site where you can deposit and send payments.
Re: Source code documentation
July 16, 2010 at 17:15:47 UTC
BitcoinTalk",0,posts,post,post_222_Re__Source_code_documentation,222,nakamotoinstitute_files\posts\post_222_Re__Source_code_documentation.html,nakamotoinstitute_files\posts\post_222_Re__Source_code_documentation.html,Re  Source code documentation,1
"Good point.Â  If you're going to have more than 8 LAN nodes connect to one gateway node, then you'd better have the gateway node set up so it can receive incoming connections.Â  Otherwise, while the gateway node has 8 or more connections, it will not try to add any more outbound connections.Â  As the outside nodes you're connected to come and go, it doesn't make new outbound connections to replace them.Â  You'll be fine if you can accept incoming connections, then there will be plenty of others connecting to you.
Re: 0.3.1 release candidate, please test
July 16, 2010 at 17:26:17 UTC
BitcoinTalk",0,posts,post,"post_223_Re__0.3.1_release_candidate,_please_test",223,"nakamotoinstitute_files\posts\post_223_Re__0.3.1_release_candidate,_please_test.html","nakamotoinstitute_files\posts\post_223_Re__0.3.1_release_candidate,_please_test.html","Re  0.3.1 release candidate, please test",1
"Yes, about 20 hours. Â (120 conf / 6 blocks per hour = 20 hours) Â That's the normal length of time before you can spend it. Â You know long before that that you won one.
Re: Proof-of-work difficulty increasing
July 16, 2010 at 17:29:28 UTC
BitcoinTalk",0,posts,post,post_224_Re__Proof-of-work_difficulty_increasing,224,nakamotoinstitute_files\posts\post_224_Re__Proof-of-work_difficulty_increasing.html,nakamotoinstitute_files\posts\post_224_Re__Proof-of-work_difficulty_increasing.html,Re  Proof-of-work difficulty increasing,1
"No, not related at all.
Re: bitcoin trademark?
July 16, 2010 at 17:47:05 UTC
BitcoinTalk",0,posts,post,post_225_Re__bitcoin_trademark_,225,nakamotoinstitute_files\posts\post_225_Re__bitcoin_trademark_.html,nakamotoinstitute_files\posts\post_225_Re__bitcoin_trademark_.html,Re  bitcoin trademark ,1
"Neat chart.Difficulty just increased by 4 times, so now your cost is US$0.02/BTC.
Re: The dollar cost of bitmining energy
July 16, 2010 at 17:58:44 UTC
BitcoinTalk",0,posts,post,post_226_Re__The_dollar_cost_of_bitmining_energy,226,nakamotoinstitute_files\posts\post_226_Re__The_dollar_cost_of_bitmining_energy.html,nakamotoinstitute_files\posts\post_226_Re__The_dollar_cost_of_bitmining_energy.html,Re  The dollar cost of bitmining energy,1
"I've been trying to encourage someone to write and release some sample Python code showing the recommended way to do the typical accounting stuff, but to no avail. Â It would be nice if you didn't have to re-invent the wheel like you're doing here. Â Search on getnewaddress and you should find a thread where I gave a small fragment of sample pseudocode.
Re: Website integration for bitcoin
July 16, 2010 at 18:23:04 UTC
BitcoinTalk",0,posts,post,post_227_Re__Website_integration_for_bitcoin,227,nakamotoinstitute_files\posts\post_227_Re__Website_integration_for_bitcoin.html,nakamotoinstitute_files\posts\post_227_Re__Website_integration_for_bitcoin.html,Re  Website integration for bitcoin,1
"Right, the difficulty adjustment is trying to keep it so the network as a whole generates an average of 6 blocks per hour.Â  The time for your block to mature will always be around 20 hours.The recent adjustment put us back to close to 6 blocks per hour again.There's a site where you can see the time between blocks, and since block 68545, it's been more like 10 minutes per block:http://nullvoid.org/bitcoin/statistix.php
Re: Proof-of-work difficulty increasing
July 16, 2010 at 18:43:51 UTC
BitcoinTalk",0,posts,post,post_228_Re__Proof-of-work_difficulty_increasing,228,nakamotoinstitute_files\posts\post_228_Re__Proof-of-work_difficulty_increasing.html,nakamotoinstitute_files\posts\post_228_Re__Proof-of-work_difficulty_increasing.html,Re  Proof-of-work difficulty increasing,1
"I uploaded windows 0.3.1 rc1 and linux 0.3.1 rc2 to SourceForge and updated the links on the homepage.You don't need to update to 0.3.1 unless you had one of the problems listed in the first post.Â  If you've got it working already, stay with 0.3.0.
Re: Bitcoin 0.3.1 released
July 16, 2010 at 21:06:57 UTC
BitcoinTalk",0,posts,post,post_230_Re__Bitcoin_0.3.1_released,230,nakamotoinstitute_files\posts\post_230_Re__Bitcoin_0.3.1_released.html,nakamotoinstitute_files\posts\post_230_Re__Bitcoin_0.3.1_released.html,Re  Bitcoin 0.3.1 released,1
